start month,start day,start year,start time,ampm,label
12,13,1974,4,06,AM,Capricorn
1,6,1975,1,39,AM,Aquarius
1,30,1975,1,05,AM,Pisces
2,23,1975,4,53,AM,Aries
3,19,1975,4,42,PM,Taurus
4,13,1975,5,26,PM,Gemini
5,9,1975,3,11,PM,Cancer
6,6,1975,5,54,AM,Leo
7,9,1975,6,06,AM,Virgo
9,2,1975,10,34,AM,Leo
10,3,1975,12,19,AM,Virgo
11,9,1975,8,52,AM,Libra
12,6,1975,7,29,PM,Scorpio
1,1,1976,7,14,AM,Sagittarius
1,26,1976,1,09,AM,Capricorn
2,19,1976,11,50,AM,Aquarius
3,14,1976,7,59,PM,Pisces
4,8,1976,3,56,AM,Aries
5,2,1976,12,49,PM,Taurus
5,26,1976,10,43,PM,Gemini
6,20,1976,8,56,AM,Cancer
7,14,1976,6,36,PM,Leo
8,8,1976,3,36,AM,Virgo
9,1,1976,12,44,PM,Libra
9,25,1976,11,17,PM,Scorpio
10,20,1976,12,22,PM,Sagittarius
11,14,1976,5,42,AM,Capricorn
12,9,1976,7,53,AM,Aquarius
1,4,1977,8,01,AM,Pisces
2,2,1977,12,54,AM,Aries
6,6,1977,1,10,AM,Taurus
7,6,1977,10,09,AM,Gemini
8,2,1977,2,19,PM,Cancer
8,28,1977,10,09,AM,Leo
9,22,1977,10,05,AM,Virgo
10,16,1977,8,37,PM,Libra
11,9,1977,10,52,PM,Scorpio
12,3,1977,8,49,PM,Sagittarius
12,27,1977,5,09,PM,Capricorn
1,20,1978,1,29,PM,Aquarius
2,13,1978,11,07,AM,Pisces
3,9,1978,11,29,AM,Aries
4,2,1978,4,14,PM,Taurus
4,27,1978,2,53,AM,Gemini
5,21,1978,9,03,PM,Cancer
6,16,1978,1,19,AM,Leo
7,11,1978,9,14,PM,Virgo
8,7,1978,10,08,PM,Libra
9,7,1978,12,07,AM,Scorpio
1,7,1979,1,38,AM,Sagittarius
2,5,1979,4,16,AM,Capricorn
3,3,1979,12,18,PM,Aquarius
3,28,1979,10,18,PM,Pisces
4,22,1979,11,02,PM,Aries
5,17,1979,7,29,PM,Taurus
6,11,1979,1,13,PM,Gemini
7,6,1979,4,02,AM,Cancer
7,30,1979,3,07,PM,Leo
8,23,1979,10,16,PM,Virgo
9,17,1979,2,21,AM,Libra
10,11,1979,4,48,AM,Scorpio
11,4,1979,6,50,AM,Sagittarius
11,28,1979,9,20,AM,Capricorn
12,22,1979,1,35,PM,Aquarius
1,15,1980,10,37,PM,Pisces
2,9,1980,6,39,PM,Aries
3,6,1980,1,54,PM,Taurus
4,3,1980,2,46,PM,Gemini
5,12,1980,3,53,PM,Cancer
6,5,1980,12,44,AM,Gemini
8,6,1980,9,25,AM,Cancer
9,7,1980,12,57,PM,Leo
10,4,1980,6,07,PM,Virgo
10,30,1980,5,38,AM,Libra
11,23,1980,8,35,PM,Scorpio
12,18,1980,1,21,AM,Sagittarius
1,11,1981,1,48,AM,Capricorn
2,4,1981,1,07,AM,Aquarius
2,28,1981,1,01,AM,Pisces
3,24,1981,2,43,AM,Aries
4,17,1981,7,08,AM,Taurus
5,11,1981,2,45,PM,Gemini
6,5,1981,1,29,AM,Cancer
6,29,1981,3,20,PM,Leo
7,24,1981,9,04,AM,Virgo
8,18,1981,8,44,AM,Libra
9,12,1981,5,51,PM,Scorpio
10,8,1981,7,04,PM,Sagittarius
11,5,1981,7,39,AM,Capricorn
12,8,1981,3,52,PM,Aquarius
1,22,1982,9,56,PM,Capricorn
3,2,1982,6,25,AM,Aquarius
4,6,1982,7,20,AM,Pisces
5,4,1982,7,27,AM,Aries
5,30,1982,4,02,PM,Taurus
6,25,1982,7,13,AM,Gemini
7,20,1982,11,21,AM,Cancer
8,14,1982,6,09,AM,Leo
9,7,1982,4,38,PM,Virgo
10,1,1982,8,32,PM,Libra
10,25,1982,8,19,PM,Scorpio
11,18,1982,6,07,PM,Sagittarius
12,12,1982,3,20,PM,Capricorn
1,5,1983,12,58,PM,Aquarius
1,29,1983,12,31,PM,Pisces
2,22,1983,4,35,PM,Aries
3,19,1983,4,51,AM,Taurus
4,13,1983,6,26,AM,Gemini
5,9,1983,5,56,AM,Cancer
6,6,1983,1,04,AM,Leo
7,10,1983,12,25,AM,Virgo
8,27,1983,6,43,AM,Leo
10,5,1983,2,35,PM,Virgo
11,9,1983,5,52,AM,Libra
12,6,1983,11,15,AM,Scorpio
12,31,1983,9,00,PM,Sagittarius
1,25,1984,1,51,PM,Capricorn
2,18,1984,11,53,PM,Aquarius
3,14,1984,7,35,AM,Pisces
4,7,1984,3,13,PM,Aries
5,1,1984,11,53,PM,Taurus
5,26,1984,9,40,AM,Gemini
6,19,1984,7,48,PM,Cancer
7,14,1984,5,30,AM,Leo
8,7,1984,2,40,PM,Virgo
9,1,1984,12,07,AM,Libra
9,25,1984,11,05,AM,Scorpio
10,20,1984,12,45,AM,Sagittarius
11,13,1984,6,54,PM,Capricorn
12,8,1984,10,26,PM,Aquarius
1,4,1985,1,23,AM,Pisces
2,2,1985,3,29,AM,Aries
6,6,1985,3,53,AM,Taurus
7,6,1985,3,01,AM,Gemini
8,2,1985,4,10,AM,Cancer
8,27,1985,10,39,PM,Leo
9,21,1985,9,53,PM,Virgo
10,16,1985,8,04,AM,Libra
11,9,1985,10,08,AM,Scorpio
12,3,1985,8,00,AM,Sagittarius
12,27,1985,4,17,AM,Capricorn
1,20,1986,12,36,AM,Aquarius
2,12,1986,10,11,PM,Pisces
3,8,1986,10,32,PM,Aries
4,2,1986,3,19,AM,Taurus
4,26,1986,2,10,PM,Gemini
5,21,1986,8,46,AM,Cancer
6,15,1986,1,52,PM,Leo
7,11,1986,11,23,AM,Virgo
8,7,1986,3,46,PM,Libra
9,7,1986,5,15,AM,Scorpio
1,7,1987,5,20,AM,Sagittarius
2,4,1987,10,03,PM,Capricorn
3,3,1987,2,55,AM,Aquarius
3,28,1987,11,20,AM,Pisces
4,22,1987,11,07,AM,Aries
5,17,1987,6,56,AM,Taurus
6,11,1987,12,15,AM,Gemini
7,5,1987,2,50,PM,Cancer
7,30,1987,1,49,AM,Leo
8,23,1987,9,00,AM,Virgo
9,16,1987,1,12,PM,Libra
10,10,1987,3,49,PM,Scorpio
11,3,1987,6,04,PM,Sagittarius
11,27,1987,8,51,PM,Capricorn
12,22,1987,1,29,AM,Aquarius
1,15,1988,11,04,AM,Pisces
2,9,1988,8,04,AM,Aries
3,6,1988,5,21,AM,Taurus
4,3,1988,12,07,PM,Gemini
5,17,1988,11,26,AM,Cancer
5,27,1988,2,36,AM,Gemini
8,6,1988,6,24,PM,Cancer
9,7,1988,6,37,AM,Leo
10,4,1988,8,15,AM,Virgo
10,29,1988,6,20,PM,Libra
11,23,1988,8,34,AM,Scorpio
12,17,1988,12,56,PM,Sagittarius
1,10,1989,1,08,PM,Capricorn
2,3,1989,12,15,PM,Aquarius
2,27,1989,11,59,AM,Pisces
3,23,1989,1,32,PM,Aries
4,16,1989,5,52,PM,Taurus
5,11,1989,1,28,AM,Gemini
6,4,1989,12,17,PM,Cancer
6,29,1989,2,21,AM,Leo
7,23,1989,8,31,PM,Virgo
8,17,1989,8,58,PM,Libra
9,12,1989,7,22,AM,Scorpio
10,8,1989,11,00,AM,Sagittarius
11,5,1989,5,13,AM,Capricorn
12,10,1989,12,06,AM,Aquarius
1,16,1990,10,23,AM,Capricorn
3,3,1990,12,52,PM,Aquarius
4,6,1990,4,13,AM,Pisces
5,3,1990,10,52,PM,Aries
5,30,1990,5,13,AM,Taurus
6,24,1990,7,14,PM,Gemini
7,19,1990,10,41,PM,Cancer
8,13,1990,5,05,PM,Leo
9,7,1990,3,21,AM,Virgo
10,1,1990,7,13,AM,Libra
10,25,1990,7,03,AM,Scorpio
11,18,1990,4,58,AM,Sagittarius
12,12,1990,2,18,AM,Capricorn
1,5,1991,12,03,AM,Aquarius
1,28,1991,11,44,PM,Pisces
2,22,1991,4,02,AM,Aries
3,18,1991,4,45,PM,Taurus
4,12,1991,7,10,PM,Gemini
5,8,1991,8,28,PM,Cancer
6,5,1991,8,16,PM,Leo
7,11,1991,12,06,AM,Virgo
8,21,1991,10,06,AM,Leo
10,6,1991,4,15,PM,Virgo
11,9,1991,1,37,AM,Libra
12,6,1991,2,21,AM,Scorpio
12,31,1991,10,19,AM,Sagittarius
1,25,1992,2,14,AM,Capricorn
2,18,1992,11,40,AM,Aquarius
3,13,1992,6,57,PM,Pisces
4,7,1992,2,16,AM,Aries
5,1,1992,10,41,AM,Taurus
5,25,1992,8,18,PM,Gemini
6,19,1992,6,22,AM,Cancer
7,13,1992,4,07,PM,Leo
8,7,1992,1,26,AM,Virgo
8,31,1992,11,09,AM,Libra
9,24,1992,10,31,PM,Scorpio
10,19,1992,12,47,PM,Sagittarius
11,13,1992,7,48,AM,Capricorn
12,8,1992,12,49,PM,Aquarius
1,3,1993,6,54,PM,Pisces
2,2,1993,7,37,AM,Aries
6,6,1993,5,03,AM,Taurus
7,5,1993,7,21,PM,Gemini
8,1,1993,5,38,PM,Cancer
8,27,1993,10,48,AM,Leo
9,21,1993,9,22,AM,Virgo
10,15,1993,7,13,PM,Libra
11,8,1993,9,07,PM,Scorpio
12,2,1993,6,54,PM,Sagittarius
12,26,1993,3,09,PM,Capricorn
1,19,1994,11,28,AM,Aquarius
2,12,1994,9,04,AM,Pisces
3,8,1994,9,28,AM,Aries
4,1,1994,2,20,PM,Taurus
4,26,1994,1,24,AM,Gemini
5,20,1994,8,26,PM,Cancer
6,15,1994,2,23,AM,Leo
7,11,1994,1,33,AM,Virgo
8,7,1994,9,36,AM,Libra
9,7,1994,12,12,PM,Scorpio
1,7,1995,7,07,AM,Sagittarius
2,4,1995,3,12,PM,Capricorn
3,2,1995,5,10,PM,Aquarius
3,28,1995,12,10,AM,Pisces
4,21,1995,11,07,PM,Aries
5,16,1995,6,22,PM,Taurus
6,10,1995,11,18,AM,Gemini
7,5,1995,1,39,AM,Cancer
7,29,1995,12,32,PM,Leo
8,22,1995,7,43,PM,Virgo
9,16,1995,12,01,AM,Libra
10,10,1995,2,48,AM,Scorpio
11,3,1995,5,18,AM,Sagittarius
11,27,1995,8,23,AM,Capricorn
12,21,1995,1,23,PM,Aquarius
1,14,1996,11,30,PM,Pisces
2,8,1996,9,30,PM,Aries
3,5,1996,9,01,PM,Taurus
4,3,1996,10,26,AM,Gemini
8,7,1996,1,15,AM,Cancer
9,7,1996,12,07,AM,Leo
10,3,1996,10,22,PM,Virgo
10,29,1996,7,02,AM,Libra
11,22,1996,8,34,PM,Scorpio
12,17,1996,12,34,AM,Sagittarius
1,10,1997,12,32,AM,Capricorn
2,2,1997,11,28,PM,Aquarius
2,26,1997,11,01,PM,Pisces
3,23,1997,12,26,AM,Aries
4,16,1997,4,42,AM,Taurus
5,10,1997,12,20,PM,Gemini
6,3,1997,11,18,PM,Cancer
6,28,1997,1,38,PM,Leo
7,23,1997,8,16,AM,Virgo
8,17,1997,9,31,AM,Libra
9,11,1997,9,17,PM,Scorpio
10,8,1997,3,25,AM,Sagittarius
11,5,1997,3,50,AM,Capricorn
12,11,1997,11,39,PM,Aquarius
1,9,1998,4,03,PM,Capricorn
3,4,1998,11,14,AM,Aquarius
4,6,1998,12,38,AM,Pisces
5,3,1998,2,16,PM,Aries
5,29,1998,6,32,PM,Taurus
6,24,1998,7,27,AM,Gemini
7,19,1998,10,17,AM,Cancer
8,13,1998,4,19,AM,Leo
9,6,1998,2,24,PM,Virgo
9,30,1998,6,13,PM,Libra
10,24,1998,6,06,PM,Scorpio
11,17,1998,4,06,PM,Sagittarius
12,11,1998,1,33,PM,Capricorn
1,4,1999,11,25,AM,Aquarius
1,28,1999,11,17,AM,Pisces
2,21,1999,3,49,PM,Aries
3,18,1999,4,59,AM,Taurus
4,12,1999,8,17,AM,Gemini
5,8,1999,11,29,AM,Cancer
6,5,1999,4,25,PM,Leo
7,12,1999,10,18,AM,Virgo
8,15,1999,9,12,AM,Leo
10,7,1999,11,51,AM,Virgo
11,8,1999,9,19,PM,Libra
12,5,1999,5,41,PM,Scorpio
12,30,1999,11,54,PM,Sagittarius
1,24,2000,2,52,PM,Capricorn
2,17,2000,11,43,PM,Aquarius
3,13,2000,6,36,AM,Pisces
4,6,2000,1,37,PM,Aries
4,30,2000,9,49,PM,Taurus
5,25,2000,7,15,AM,Gemini
6,18,2000,5,15,PM,Cancer
7,13,2000,3,02,AM,Leo
8,6,2000,12,32,PM,Virgo
8,30,2000,10,35,PM,Libra
9,24,2000,10,26,AM,Scorpio
10,19,2000,1,18,AM,Sagittarius
11,12,2000,9,14,PM,Capricorn
12,8,2000,3,48,AM,Aquarius
1,3,2001,1,14,PM,Pisces
2,2,2001,2,14,PM,Aries
6,6,2001,5,25,AM,Taurus
7,5,2001,11,44,AM,Gemini
8,1,2001,7,18,AM,Cancer
8,26,2001,11,12,PM,Leo
9,20,2001,9,09,PM,Virgo
10,15,2001,6,42,AM,Libra
11,8,2001,8,28,AM,Scorpio
12,2,2001,6,11,AM,Sagittarius
12,26,2001,2,25,AM,Capricorn
1,18,2002,10,42,PM,Aquarius
2,11,2002,8,18,PM,Pisces
3,7,2002,8,42,PM,Aries
4,1,2002,1,39,AM,Taurus
4,25,2002,12,57,PM,Gemini
5,20,2002,8,27,AM,Cancer
6,14,2002,3,16,PM,Leo
7,10,2002,4,09,PM,Virgo
8,7,2002,4,09,AM,Libra
9,7,2002,10,04,PM,Scorpio
1,7,2003,8,07,AM,Sagittarius
2,4,2003,8,27,AM,Capricorn
3,2,2003,7,40,AM,Aquarius
3,27,2003,1,14,PM,Pisces
4,21,2003,11,18,AM,Aries
5,16,2003,5,58,AM,Taurus
6,9,2003,10,32,PM,Gemini
7,4,2003,12,38,PM,Cancer
7,28,2003,11,25,PM,Leo
8,22,2003,6,35,AM,Virgo
9,15,2003,10,58,AM,Libra
10,9,2003,1,56,PM,Scorpio
11,2,2003,4,42,PM,Sagittarius
11,26,2003,8,07,PM,Capricorn
12,21,2003,1,32,AM,Aquarius
1,14,2004,12,16,PM,Pisces
2,8,2004,11,20,AM,Aries
3,5,2004,1,12,PM,Taurus
4,3,2004,9,57,AM,Gemini
8,7,2004,6,02,AM,Cancer
9,6,2004,5,16,PM,Leo
10,3,2004,12,20,PM,Virgo
10,28,2004,7,39,PM,Libra
11,22,2004,8,31,AM,Scorpio
12,16,2004,12,10,PM,Sagittarius
1,9,2005,11,56,AM,Capricorn
2,2,2005,10,42,AM,Aquarius
2,26,2005,10,07,AM,Pisces
3,22,2005,11,25,AM,Aries
4,15,2005,3,37,PM,Taurus
5,9,2005,11,14,PM,Gemini
6,3,2005,10,18,AM,Cancer
6,28,2005,12,53,AM,Leo
7,22,2005,8,01,PM,Virgo
8,16,2005,10,05,PM,Libra
9,11,2005,11,14,AM,Scorpio
10,7,2005,8,00,PM,Sagittarius
11,5,2005,3,10,AM,Capricorn
12,15,2005,10,57,AM,Aquarius
1,1,2006,3,18,PM,Capricorn
3,5,2006,3,39,AM,Aquarius
4,5,2006,8,21,PM,Pisces
5,3,2006,5,24,AM,Aries
5,29,2006,7,41,AM,Taurus
6,23,2006,7,31,PM,Gemini
7,18,2006,9,41,PM,Cancer
8,12,2006,3,21,PM,Leo
9,6,2006,1,15,AM,Virgo
9,30,2006,5,02,AM,Libra
10,24,2006,4,57,AM,Scorpio
11,17,2006,3,02,AM,Sagittarius
12,11,2006,12,33,AM,Capricorn
1,3,2007,10,31,PM,Aquarius
1,27,2007,10,32,PM,Pisces
2,21,2007,3,21,AM,Aries
3,17,2007,5,00,PM,Taurus
4,11,2007,9,15,PM,Gemini
5,8,2007,2,28,AM,Cancer
6,5,2007,12,59,PM,Leo
7,14,2007,1,23,PM,Virgo
8,8,2007,8,10,PM,Leo
10,8,2007,1,53,AM,Virgo
11,8,2007,4,05,PM,Libra
12,5,2007,8,29,AM,Scorpio
12,30,2007,1,02,PM,Sagittarius
1,24,2008,3,06,AM,Capricorn
2,17,2008,11,22,AM,Aquarius
3,12,2008,5,51,PM,Pisces
4,6,2008,12,35,AM,Aries
4,30,2008,8,34,AM,Taurus
5,24,2008,5,52,PM,Gemini
6,18,2008,3,48,AM,Cancer
7,12,2008,1,39,PM,Leo
8,5,2008,11,20,PM,Virgo
8,30,2008,9,41,AM,Libra
9,23,2008,9,59,PM,Scorpio
10,18,2008,1,31,PM,Sagittarius
11,12,2008,10,25,AM,Capricorn
12,7,2008,6,36,PM,Aquarius
1,3,2009,7,35,AM,Pisces
2,2,2009,10,41,PM,Aries
4,11,2009,7,47,AM,Pisces
4,24,2009,2,18,AM,Aries
6,6,2009,4,07,AM,Taurus
7,5,2009,3,22,AM,Gemini
7,31,2009,8,28,PM,Cancer
8,26,2009,11,11,AM,Leo
9,20,2009,8,32,AM,Virgo
10,14,2009,5,46,PM,Libra
11,7,2009,7,23,PM,Scorpio
12,1,2009,5,03,PM,Sagittarius
12,25,2009,1,17,PM,Capricorn
1,18,2010,9,35,AM,Aquarius
2,11,2010,7,10,AM,Pisces
3,7,2010,7,33,AM,Aries
3,31,2010,1,35,PM,Taurus
4,25,2010,1,05,AM,Gemini
5,19,2010,9,05,PM,Cancer
6,14,2010,4,50,AM,Leo
7,10,2010,7,32,AM,Virgo
8,6,2010,11,47,PM,Libra
9,8,2010,11,44,AM,Scorpio
11,7,2010,10,06,PM,Libra
11,29,2010,7,33,PM,Scorpio
1,7,2011,7,30,AM,Sagittarius
2,4,2011,12,58,AM,Capricorn
3,1,2011,9,39,PM,Aquarius
3,27,2011,2,53,AM,Pisces
4,21,2011,12,06,AM,Aries
5,15,2011,6,12,PM,Taurus
6,9,2011,10,23,AM,Gemini
7,4,2011,12,17,AM,Cancer
7,28,2011,10,59,AM,Leo
8,21,2011,6,11,PM,Virgo
9,14,2011,10,40,PM,Libra
10,9,2011,1,50,AM,Scorpio
11,2,2011,4,51,AM,Sagittarius
11,26,2011,7,36,AM,Capricorn
12,20,2011,1,26,PM,Aquarius
1,14,2012,12,47,AM,Pisces
2,8,2012,1,01,AM,Aries
3,5,2012,5,25,AM,Taurus
4,3,2012,11,18,AM,Gemini
8,7,2012,9,43,AM,Cancer
9,6,2012,10,48,AM,Leo
10,3,2012,2,59,AM,Virgo
10,28,2012,9,04,AM,Libra
11,21,2012,8,20,PM,Scorpio
12,15,2012,11,38,PM,Sagittarius
1,8,2013,11,11,PM,Capricorn
2,1,2013,9,47,PM,Aquarius
2,25,2013,9,03,PM,Pisces
3,21,2013,11,15,PM,Aries
4,15,2013,3,25,AM,Taurus
5,9,201311,03,AM,Venus,
6,2,2013,10,13,PM,Cancer
6,27,2013,1,03,PM,Leo
7,22,2013,8,41,AM,Virgo
8,16,2013,11,37,AM,Libra
9,11,2013,2,16,AM,Scorpio
10,7,2013,1,54,PM,Sagittarius
11,5,2013,3,43,AM,Capricorn
3,5,2014,4,03,PM,Aquarius
4,5,2014,4,31,PM,Pisces
5,2,2014,9,21,PM,Aries
5,28,2014,9,45,PM,Taurus
Jun,23,2014,8,33,AM,Gemini
Jul,18,2014,10,06,AM,Cancer
8,12,2014,3,24,AM,Leo
9,5,2014,1,07,PM,Virgo
9,29,2014,4,52,PM,Libra
10,23,2014,4,52,PM,Scorpio
11,16,2014,2,03,PM,Sagittarius
12,10,2014,11,42,AM,Capricorn
1,3,2015,9,48,AM,Aquarius
1,27,2015,10,00,AM,Pisces
2,20,2015,3,05,PM,Aries
3,17,2015,6,15,AM,Taurus
3,20,2015,6,45,PM,Aries
4,11,2015,11,28,AM,Gemini
5,7,2015,6,52,PM,Cancer
Jun,5,2015,11,33,AM,Leo
Jul,18,2015,6,38,PM,Virgo
Jul,31,2015,11,27,AM,Leo
10,8,2015,1,29,PM,Virgo
11,8,2015,10,31,AM,Libra
12,4,2015,11,15,PM,Scorpio
12,30,2015,2,16,AM,Sagittarius
1,23,2016,3,31,PM,Capricorn
2,16,2016,11,17,PM,Aquarius
3,12,2016,5,24,AM,Pisces
4,5,2016,12,50,PM,Aries
4,29,2016,8,36,PM,Taurus
5,24,2016,5,44,AM,Gemini
Jun,17,2016,3,39,PM,Cancer
Jul,12,2016,1,34,AM,Leo
8,5,2016,11,27,AM,Virgo
8,29,2016,10,06,PM,Libra
9,23,2016,10,51,AM,Scorpio
10,18,2016,3,01,AM,Sagittarius
11,11,2016,11,54,PM,Capricorn
11,12,2016,9,39,AM,Sagittarius
12,7,2016,9,51,AM,Aquarius
1,3,2017,2,46,AM,Pisces|
2,3,2017,10,51,AM,Aries
4,2,2017,8,25,PM,Pisces
4,28,2017,9,13,AM,Aries
Jun,6,2017,3,26,AM,Taurus
Jul,4,2017,8,11,PM,Gemini
Jul,31,2017,10,54,AM,Cancer
8,26,2017,12,30,AM,Leo
9,19,2017,9,15,PM,Virgo
10,14,2017,6,11,AM,Libra
11,7,2017,6,38,AM,Scorpio
12,1,2017,4,14,AM,Sagittarius
12,25,2017,12,26,AM,Capricorn
1,17,2018,8,43,PM,Aquarius
2,10,2018,6,19,PM,Pisces
3,6,2018,6,45,PM,Aries
4,24,2018,12,40,PM,Gemini
5,19,2018,9,10,AM,Cancer
Jun,13,2018,5,54,PM,Leo
Jul,9,2018,10,32,PM,Virgo
8,6,2018,7,27,PM,Libra
9,9,2018,5,25,AM,Scorpio
10,31,2018,3,42,PM,Libra
12,2,2018,12,02,PM,Scorpio
1,7,2019,6,18,AM,Sagittarius
2,3,2019,5,29,PM,Capricorn
3,1,2019,11,45,AM,Aquarius
3,26,2019,3,43,PM,Pisces
4,20,2019,12,10,PM,Aries
5,15,2019,5,46,AM,Taurus
Jun,8,2019,9,37,PM,Gemini
Jul,3,2019,11,18,AM,Cancer
Jul,27,2019,9,54,PM,Leo
8,21,2019,5,06,AM,Virgo
9,14,2019,9,43,AM,Libra
10,8,2019,1,06,PM,Scorpio
11,1,2019,4,25,PM,Sagittarius
11,25,2019,7,28,PM,Capricorn
12,20,2019,1,41,AM,Aquarius
