Jan 23, 1930 7:22 PM Venus enters Aquarius
Apr 6, 1990 4:13 AM Venus enters Pisces
May 3, 1990 10:52 PM Venus enters Aries
May 30, 1990 5:13 AM Venus enters Taurus
June 24, 1990 7:14 PM Venus enters Gemini
July 19, 1990 10:41 PM Venus enters Cancer
Aug 13, 1990 5:05 PM Venus enters Leo
Sep 7, 1990 3:21 AM Venus enters Virgo
Oct 1, 1990 7:13 AM Venus enters Libra
Oct 25, 1990 7:03 AM Venus enters Scorpio
Nov 18, 1990 4:58 AM Venus enters Sagittarius
Dec 12, 1990 2:18 AM Venus enters Capricorn
Jan 5, 1991 12:03 AM Venus enters Aquarius
Jan 28, 1991 11:44 PM Venus enters Pisces
Feb 22, 1991 4:02 AM Venus enters Aries
Mar 18, 1991 4:45 PM Venus enters Taurus
Apr 12, 1991 7:10 PM Venus enters Gemini
May 8, 1991 8:28 PM Venus enters Cancer
June 5, 1991 8:16 PM Venus enters Leo
July 11, 1991 12:06 AM Venus enters Virgo
Aug 21, 1991 10:06 AM Venus Rx enters Leo
Oct 6, 1991 4:15 PM Venus enters Virgo
Nov 9, 1991 1:37 AM Venus enters Libra
Dec 6, 1991 2:21 AM Venus enters Scorpio
Dec 31, 1991 10:19 AM Venus enters Sagittarius
Jan 25, 1992 2:14 AM Venus enters Capricorn
Feb 18, 1992 11:40 AM Venus enters Aquarius
Mar 13, 1992 6:57 PM Venus enters Pisces
Apr 7, 1992 2:16 AM Venus enters Aries
May 1, 1992 10:41 AM Venus enters Taurus
May 25, 1992 8:18 PM Venus enters Gemini
June 19, 1992 6:22 AM Venus enters Cancer
July 13, 1992 4:07 PM Venus enters Leo
Aug 7, 1992 1:26 AM Venus enters Virgo
Aug 31, 1992 11:09 AM Venus enters Libra
Sep 24, 1992 10:31 PM Venus enters Scorpio
Oct 19, 1992 12:47 PM Venus enters Sagittarius
Nov 13, 1992 7:48 AM Venus enters Capricorn
Dec 8, 1992 12:49 PM Venus enters Aquarius
Jan 3, 1993 6:54 PM Venus enters Pisces
Feb 2, 1993 7:37 AM Venus enters Aries
June 6, 1993 5:03 AM Venus enters Taurus
July 5, 1993 7:21 PM Venus enters Gemini
Aug 1, 1993 5:38 PM Venus enters Cancer
Aug 27, 1993 10:48 AM Venus enters Leo
Sep 21, 1993 9:22 AM Venus enters Virgo
Oct 15, 1993 7:13 PM Venus enters Libra
Nov 8, 1993 9:07 PM Venus enters Scorpio
Dec 2, 1993 6:54 PM Venus enters Sagittarius
Dec 26, 1993 3:09 PM Venus enters Capricorn
Jan 19, 1994 11:28 AM Venus enters Aquarius
Feb 12, 1994 9:04 AM Venus enters Pisces
Mar 8, 1994 9:28 AM Venus enters Aries
Apr 1, 1994 2:20 PM Venus enters Taurus
Apr 26, 1994 1:24 AM Venus enters Gemini
May 20, 1994 8:26 PM Venus enters Cancer
June 15, 1994 2:23 AM Venus enters Leo
July 11, 1994 1:33 AM Venus enters Virgo
Aug 7, 1994 9:36 AM Venus enters Libra
Sep 7, 1994 12:12 PM Venus enters Scorpio
Jan 7, 1995 7:07 AM Venus enters Sagittarius
Feb 4, 1995 3:12 PM Venus enters Capricorn
Mar 2, 1995 5:10 PM Venus enters Aquarius
Mar 28, 1995 12:10 AM Venus enters Pisces
Apr 21, 1995 11:07 PM Venus enters Aries
May 16, 1995 6:22 PM Venus enters Taurus
June 10, 1995 11:18 AM Venus enters Gemini
July 5, 1995 1:39 AM Venus enters Cancer
July 29, 1995 12:32 PM Venus enters Leo
Aug 22, 1995 7:43 PM Venus enters Virgo
Sep 16, 1995 12:01 AM Venus enters Libra
Oct 10, 1995 2:48 AM Venus enters Scorpio
Nov 3, 1995 5:18 AM Venus enters Sagittarius
Nov 27, 1995 8:23 AM Venus enters Capricorn
Dec 21, 1995 1:23 PM Venus enters Aquarius
Jan 14, 1996 11:30 PM Venus enters Pisces
Feb 8, 1996 9:30 PM Venus enters Aries
Mar 5, 1996 9:01 PM Venus enters Taurus
Apr 3, 1996 10:26 AM Venus enters Gemini
Aug 7, 1996 1:15 AM Venus enters Cancer
Sep 7, 1996 12:07 AM Venus enters Leo
Oct 3, 1996 10:22 PM Venus enters Virgo
Oct 29, 1996 7:02 AM Venus enters Libra
Nov 22, 1996 8:34 PM Venus enters Scorpio
Dec 17, 1996 12:34 AM Venus enters Sagittarius
Jan 10, 1997 12:32 AM Venus enters Capricorn
Feb 2, 1997 11:28 PM Venus enters Aquarius
Feb 26, 1997 11:01 PM Venus enters Pisces
Mar 23, 1997 12:26 AM Venus enters Aries
Apr 16, 1997 4:42 AM Venus enters Taurus
May 10, 1997 12:20 PM Venus enters Gemini
June 3, 1997 11:18 PM Venus enters Cancer
June 28, 1997 1:38 PM Venus enters Leo
July 23, 1997 8:16 AM Venus enters Virgo
Aug 17, 1997 9:31 AM Venus enters Libra
Sep 11, 1997 9:17 PM Venus enters Scorpio
Oct 8, 1997 3:25 AM Venus enters Sagittarius
Nov 5, 1997 3:50 AM Venus enters Capricorn
Dec 11, 1997 11:39 PM Venus enters Aquarius
Jan 9, 1998 4:03 PM Venus Rx enters Capricorn
Mar 4, 1998 11:14 AM Venus enters Aquarius
Apr 6, 1998 12:38 AM Venus enters Pisces
May 3, 1998 2:16 PM Venus enters Aries
May 29, 1998 6:32 PM Venus enters Taurus
June 24, 1998 7:27 AM Venus enters Gemini
July 19, 1998 10:17 AM Venus enters Cancer
Aug 13, 1998 4:19 AM Venus enters Leo
Sep 6, 1998 2:24 PM Venus enters Virgo
Sep 30, 1998 6:13 PM Venus enters Libra
Oct 24, 1998 6:06 PM Venus enters Scorpio
Nov 17, 1998 4:06 PM Venus enters Sagittarius
Dec 11, 1998 1:33 PM Venus enters Capricorn
Jan 4, 1999 11:25 AM Venus enters Aquarius
Jan 28, 1999 11:17 AM Venus enters Pisces
Feb 21, 1999 3:49 PM Venus enters Aries
Mar 18, 1999 4:59 AM Venus enters Taurus
Apr 12, 1999 8:17 AM Venus enters Gemini
May 8, 1999 11:29 AM Venus enters Cancer
June 5, 1999 4:25 PM Venus enters Leo
July 12, 1999 10:18 AM Venus enters Virgo
Aug 15, 1999 9:12 AM Venus Rx enters Leo
Oct 7, 1999 11:51 AM Venus enters Virgo
Nov 8, 1999 9:19 PM Venus enters Libra
Dec 5, 1999 5:41 PM Venus enters Scorpio
Dec 30, 1999 11:54 PM Venus enters Sagittarius
Jan 24, 2000 2:52 PM Venus enters Capricorn
Feb 17, 2000 11:43 PM Venus enters Aquarius
Mar 13, 2000 6:36 AM Venus enters Pisces
Apr 6, 2000 1:37 PM Venus enters Aries
Apr 30, 2000 9:49 PM Venus enters Taurus
May 25, 2000 7:15 AM Venus enters Gemini
June 18, 2000 5:15 PM Venus enters Cancer
July 13, 2000 3:02 AM Venus enters Leo
Aug 6, 2000 12:32 PM Venus enters Virgo
Aug 30, 2000 10:35 PM Venus enters Libra
Sep 24, 2000 10:26 AM Venus enters Scorpio
Oct 19, 2000 1:18 AM Venus enters Sagittarius
Nov 12, 2000 9:14 PM Venus enters Capricorn
Dec 8, 2000 3:48 AM Venus enters Aquarius
Jan 3, 2001 1:14 PM Venus enters Pisces
Feb 2, 2001 2:14 PM Venus enters Aries
June 6, 2001 5:25 AM Venus enters Taurus
July 5, 2001 11:44 AM Venus enters Gemini
Aug 1, 2001 7:18 AM Venus enters Cancer
Aug 26, 2001 11:12 PM Venus enters Leo
Sep 20, 2001 9:09 PM Venus enters Virgo
Oct 15, 2001 6:42 AM Venus enters Libra
Nov 8, 2001 8:28 AM Venus enters Scorpio
Dec 2, 2001 6:11 AM Venus enters Sagittarius
Dec 26, 2001 2:25 AM Venus enters Capricorn
Jan 18, 2002 10:42 PM Venus enters Aquarius
Feb 11, 2002 8:18 PM Venus enters Pisces
Mar 7, 2002 8:42 PM Venus enters Aries
Apr 1, 2002 1:39 AM Venus enters Taurus
Apr 25, 2002 12:57 PM Venus enters Gemini
May 20, 2002 8:27 AM Venus enters Cancer
June 14, 2002 3:16 PM Venus enters Leo
July 10, 2002 4:09 PM Venus enters Virgo
Aug 7, 2002 4:09 AM Venus enters Libra
Sep 7, 2002 10:04 PM Venus enters Scorpio
Jan 7, 2003 8:07 AM Venus enters Sagittarius
Feb 4, 2003 8:27 AM Venus enters Capricorn
Mar 2, 2003 7:40 AM Venus enters Aquarius
Mar 27, 2003 1:14 PM Venus enters Pisces
Apr 21, 2003 11:18 AM Venus enters Aries
May 16, 2003 5:58 AM Venus enters Taurus
June 9, 2003 10:32 PM Venus enters Gemini
July 4, 2003 12:38 PM Venus enters Cancer
July 28, 2003 11:25 PM Venus enters Leo
Aug 22, 2003 6:35 AM Venus enters Virgo
Sep 15, 2003 10:58 AM Venus enters Libra
Oct 9, 2003 1:56 PM Venus enters Scorpio
Nov 2, 2003 4:42 PM Venus enters Sagittarius
Nov 26, 2003 8:07 PM Venus enters Capricorn
Dec 21, 2003 1:32 AM Venus enters Aquarius
Jan 14, 2004 12:16 PM Venus enters Pisces
Feb 8, 2004 11:20 AM Venus enters Aries
Mar 5, 2004 1:12 PM Venus enters Taurus
Apr 3, 2004 9:57 AM Venus enters Gemini
Aug 7, 2004 6:02 AM Venus enters Cancer
Sep 6, 2004 5:16 PM Venus enters Leo
Oct 3, 2004 12:20 PM Venus enters Virgo
Oct 28, 2004 7:39 PM Venus enters Libra
Nov 22, 2004 8:31 AM Venus enters Scorpio
Dec 16, 2004 12:10 PM Venus enters Sagittarius
Jan 9, 2005 11:56 AM Venus enters Capricorn
Feb 2, 2005 10:42 AM Venus enters Aquarius
Feb 26, 2005 10:07 AM Venus enters Pisces
Mar 22, 2005 11:25 AM Venus enters Aries
Apr 15, 2005 3:37 PM Venus enters Taurus
May 9, 2005 11:14 PM Venus enters Gemini
June 3, 2005 10:18 AM Venus enters Cancer
June 28, 2005 12:53 AM Venus enters Leo
July 22, 2005 8:01 PM Venus enters Virgo
Aug 16, 2005 10:05 PM Venus enters Libra
Sep 11, 2005 11:14 AM Venus enters Scorpio
Oct 7, 2005 8:00 PM Venus enters Sagittarius
Nov 5, 2005 3:10 AM Venus enters Capricorn
Dec 15, 2005 10:57 AM Venus enters Aquarius
Jan 1, 2006 3:18 PM Venus Rx enters Capricorn
Mar 5, 2006 3:39 AM Venus enters Aquarius
Apr 5, 2006 8:21 PM Venus enters Pisces
May 3, 2006 5:24 AM Venus enters Aries
May 29, 2006 7:41 AM Venus enters Taurus
June 23, 2006 7:31 PM Venus enters Gemini
July 18, 2006 9:41 PM Venus enters Cancer
Aug 12, 2006 3:21 PM Venus enters Leo
Sep 6, 2006 1:15 AM Venus enters Virgo
Sep 30, 2006 5:02 AM Venus enters Libra
Oct 24, 2006 4:57 AM Venus enters Scorpio
Nov 17, 2006 3:02 AM Venus enters Sagittarius
Dec 11, 2006 12:33 AM Venus enters Capricorn
Jan 3, 2007 10:31 PM Venus enters Aquarius
Jan 27, 2007 10:32 PM Venus enters Pisces
Feb 21, 2007 3:21 AM Venus enters Aries
Mar 17, 2007 5:00 PM Venus enters Taurus
Apr 11, 2007 9:15 PM Venus enters Gemini
May 8, 2007 2:28 AM Venus enters Cancer
June 5, 2007 12:59 PM Venus enters Leo
July 14, 2007 1:23 PM Venus enters Virgo
Aug 8, 2007 8:10 PM Venus Rx enters Leo
Oct 8, 2007 1:53 AM Venus enters Virgo
Nov 8, 2007 4:05 PM Venus enters Libra
Dec 5, 2007 8:29 AM Venus enters Scorpio
Dec 30, 2007 1:02 PM Venus enters Sagittarius
Jan 24, 2008 3:06 AM Venus enters Capricorn
Feb 17, 2008 11:22 AM Venus enters Aquarius
Mar 12, 2008 5:51 PM Venus enters Pisces
Apr 6, 2008 12:35 AM Venus enters Aries
Apr 30, 2008 8:34 AM Venus enters Taurus
May 24, 2008 5:52 PM Venus enters Gemini
June 18, 2008 3:48 AM Venus enters Cancer
July 12, 2008 1:39 PM Venus enters Leo
Aug 5, 2008 11:20 PM Venus enters Virgo
Aug 30, 2008 9:41 AM Venus enters Libra
Sep 23, 2008 9:59 PM Venus enters Scorpio
Oct 18, 2008 1:31 PM Venus enters Sagittarius
Nov 12, 2008 10:25 AM Venus enters Capricorn
Dec 7, 2008 6:36 PM Venus enters Aquarius
Jan 3, 2009 7:35 AM Venus enters Pisces
Feb 2, 2009 10:41 PM Venus enters Aries
Apr 11, 2009 7:47 AM Venus Rx enters Pisces
Apr 24, 2009 2:18 AM Venus enters Aries
June 6, 2009 4:07 AM Venus enters Taurus
July 5, 2009 3:22 AM Venus enters Gemini
July 31, 2009 8:28 PM Venus enters Cancer
Aug 26, 2009 11:11 AM Venus enters Leo
Sep 20, 2009 8:32 AM Venus enters Virgo
Oct 14, 2009 5:46 PM Venus enters Libra
Nov 7, 2009 7:23 PM Venus enters Scorpio
Dec 1, 2009 5:03 PM Venus enters Sagittarius
Dec 25, 2009 1:17 PM Venus enters Capricorn
Jan 18, 2010  9:35 AM Venus enters Aquarius
Feb 11, 2010  7:10 AM Venus enters Pisces
Mar  7, 2010  7:33 AM Venus enters Aries
Mar 31, 2010  1:35 PM Venus enters Taurus
Apr 25, 2010  1:05 AM Venus enters Gemini
May 19, 2010  9:05 PM Venus enters Cancer
June 14, 2010 4:50 AM Venus enters Leo
July 10, 2010 7:32 AM Venus enters Virgo
Aug  6, 2010 11:47 PM Venus enters Libra
Sep  8, 2010 11:44 AM Venus enters Scorpio
Nov  7, 2010 10:06 PM Venus Rx enters Libra
Nov 29, 2010  7:33 PM Venus enters Scorpio
Jan  7, 2011  7:30 AM Venus enters Sagittarius
Feb  4, 2011 12:58 AM Venus enters Capricorn
Mar  1, 2011  9:39 PM Venus enters Aquarius
Mar 27, 2011  2:53 AM Venus enters Pisces
Apr 21, 2011 12:06 AM Venus enters Aries
May 15, 2011  6:12 PM Venus enters Taurus
June  9, 2011 10:23 AM Venus enters Gemini
July  4, 2011 12:17 AM Venus enters Cancer
July 28, 2011 10:59 AM Venus enters Leo
Aug 21, 2011  6:11 PM Venus enters Virgo
Sep 14, 2011 10:40 PM Venus enters Libra
Oct  9, 2011  1:50 AM Venus enters Scorpio
Nov  2, 2011  4:51 AM Venus enters Sagittarius
Nov 26, 2011  7:36 AM Venus enters Capricorn
Dec 20, 2011  1:26 PM Venus enters Aquarius
Jan 14, 2012 12:47 AM Venus enters Pisces
Feb  8, 2012 1:01 AM Venus enters Aries
Mar  5, 2012 5:25 AM Venus enters Taurus
Apr  3, 2012 11:18 AM Venus enters Gemini
Aug  7, 2012  9:43 AM Venus enters Cancer
Sep  6, 2012 10:48 AM Venus enters Leo
Oct  3, 2012  2:59 AM Venus enters Virgo
Oct 28, 2012  9:04 AM Venus enters Libra
Nov 21, 2012  8:20 PM Venus enters Scorpio
Dec 15, 2012 11:38 PM Venus enters Sagittarius
Jan  8, 2013 11:11 PM Venus enters Capricorn
Feb  1, 2013  9:47 PM Venus enters Aquarius
Feb 25, 2013  9:03 PM Venus enters Pisces
Mar 21, 2013 11:15 PM Venus enters Aries
Apr 15, 2013  3:25 AM Venus enters Taurus
May  9, 201311:03 AM Venus enters Gemini
June  2, 2013   10:13 PM Venus enters Cancer
June 27, 2013 1:03 PM Venus enters Leo
July 22, 2013 8:41 AM Venus enters Virgo
Aug 16, 2013 11:37 AM Venus enters Libra
Sep 11, 2013  2:16 AM Venus enters Scorpio
Oct  7, 2013  1:54 PM Venus enters Sagittarius
Nov  5, 2013  3:43 AM Venus enters Capricorn
Mar  5, 2014  4:03 PM  Venus enters Aquarius
Apr  5, 2014  4:31 PM  Venus enters Pisces
May  2, 2014  9:21 PM  Venus enters Aries
May 28, 2014  9:45 PM  Venus enters Taurus
Jun 23, 2014  8:33 AM  Venus enters Gemini
Jul 18, 2014 10:06 AM  Venus enters Cancer
Aug 12, 2014  3:24 AM  Venus enters Leo
Sep  5, 2014  1:07 PM  Venus enters Virgo
Sep 29, 2014  4:52 PM  Venus enters Libra
Oct 23, 2014  4:52 PM  Venus enters Scorpio
Nov 16, 2014  2:03 PM  Venus enters Sagittarius
Dec 10, 2014 11:42 AM  Venus enters Capricorn
Jan  3, 2015  9:48 AM  Venus enters Aquarius
Jan 27, 2015 10:00 AM  Venus enters Pisces
Feb 20, 2015  3:05 PM  Venus enters Aries
Mar 17, 2015  6:15 AM  Venus enters Taurus
Mar 20, 2015  6:45 PM  Sun enters Aries
Apr 11, 2015 11:28 AM  Venus enters Gemini
May  7, 2015  6:52 PM  Venus enters Cancer
Jun  5, 2015 11:33 AM  Venus enters Leo
Jul 18, 2015  6:38 PM  Venus enters Virgo
Jul 31, 2015 11:27 AM  Venus Rx enters Leo
Oct  8, 2015  1:29 PM  Venus enters Virgo
Nov  8, 2015 10:31 AM  Venus enters Libra
Dec  4, 2015 11:15 PM  Venus enters Scorpio
Dec 30, 2015  2:16 AM  Venus enters Sagittarius
Jan 23, 2016  3:31 PM  Venus enters Capricorn
Feb 16, 2016 11:17 PM  Venus enters Aquarius
Mar 12, 2016  5:24 AM  Venus enters Pisces
Apr  5, 2016 12:50 PM  Venus enters Aries
Apr 29, 2016  8:36 PM  Venus enters Taurus
May 24, 2016  5:44 AM  Venus enters Gemini
Jun 17, 2016  3:39 PM  Venus enters Cancer
Jul 12, 2016  1:34 AM  Venus enters Leo
Aug  5, 2016 11:27 AM  Venus enters Virgo
Aug 29, 2016 10:06 PM  Venus enters Libra
Sep 23, 2016 10:51 AM  Venus enters Scorpio
Oct 18, 2016  3:01 AM  Venus enters Sagittarius
Nov 11, 2016 11:54 PM  Venus enters Capricorn
Nov 12, 2016  9:39 AM  Mer enters Sagittarius
Dec  7, 2016  9:51 AM  Venus enters Aquarius
Jan  3, 2017  2:46 AM  Venus enters Pisces|
Feb  3, 2017 10:51 AM  Venus enters Aries
Apr  2, 2017  8:25 PM  Venus Rx enters Pisces
Apr 28, 2017  9:13 AM  Venus enters Aries
Jun  6, 2017  3:26 AM  Venus enters Taurus
Jul  4, 2017  8:11 PM  Venus enters Gemini
Jul 31, 2017 10:54 AM  Venus enters Cancer
Aug 26, 2017 12:30 AM  Venus enters Leo
Sep 19, 2017  9:15 PM  Venus enters Virgo
Oct 14, 2017  6:11 AM  Venus enters Libra
Nov  7, 2017  6:38 AM  Venus enters Scorpio
Dec  1, 2017  4:14 AM  Venus enters Sagittarius
Dec 25, 2017 12:26 AM  Venus enters Capricorn
Jan 17, 2018  8:43 PM  Venus enters Aquarius
Feb 10, 2018  6:19 PM  Venus enters Pisces
Mar  6, 2018  6:45 PM  Venus enters Aries
Apr 24, 2018 12:40 PM  Venus enters Gemini
May 19, 2018  9:10 AM  Venus enters Cancer
Jun 13, 2018  5:54 PM  Venus enters Leo
Jul  9, 2018 10:32 PM  Venus enters Virgo
Aug  6, 2018  7:27 PM  Venus enters Libra
Sep  9, 2018  5:25 AM  Venus enters Scorpio
Oct 31, 2018  3:42 PM  Venus Rx enters Libra
Dec  2, 2018 12:02 PM  Venus enters Scorpio
Jan  7, 2019  6:18 AM  Venus enters Sagittarius
Feb  3, 2019  5:29 PM  Venus enters Capricorn
Mar  1, 2019 11:45 AM  Venus enters Aquarius
Mar 26, 2019  3:43 PM  Venus enters Pisces
Apr 20, 2019 12:10 PM  Venus enters Aries
May 15, 2019  5:46 AM  Venus enters Taurus
Jun  8, 2019  9:37 PM  Venus enters Gemini
Jul  3, 2019 11:18 AM  Venus enters Cancer
Jul 27, 2019  9:54 PM  Venus enters Leo
Aug 21, 2019  5:06 AM  Venus enters Virgo
Sep 14, 2019  9:43 AM  Venus enters Libra
Oct  8, 2019  1:06 PM  Venus enters Scorpio
Nov  1, 2019  4:25 PM  Venus enters Sagittarius
Nov 25, 2019  7:28 PM  Venus enters Capricorn
Dec 20, 2019  1:41 AM  Venus enters Aquarius
